stockist_code,year,month,month_label,pdf_file_count,total_pages,single_page_pdf_count,multi_page_pdf_count,unreadable_pdf_count,page_1_count,page_2_count,page_3_count,page_4_plus_count,max_pages_in_a_pdf,avg_pages_per_pdf
10014318,2026,2,2026-02,1,1,1,0,0,1,0,0,0,1,1.0
10014318,2026,3,2026-03,2,2,2,0,0,2,0,0,0,1,1.0
10014323,2026,2,2026-02,2,2,2,0,0,2,0,0,0,1,1.0
10014327,2026,2,2026-02,12,13,11,1,0,11,1,0,0,2,1.08
10014327,2026,3,2026-03,1,1,1,0,0,1,0,0,0,1,1.0
10014338,2026,1,2026-01,7,7,7,0,0,7,0,0,0,1,1.0
10014338,2026,2,2026-02,4,4,4,0,0,4,0,0,0,1,1.0
10014338,2026,3,2026-03,2,2,2,0,0,2,0,0,0,1,1.0
10014340,2026,1,2026-01,2,7,0,2,0,0,1,0,1,5,3.5
10014343,2025,12,2025-12,2,6,0,2,0,0,1,0,1,4,3.0
10014343,2026,3,2026-03,2,7,0,2,0,0,0,1,1,4,3.5
10014352,2026,1,2026-01,2,17,0,2,0,0,0,0,2,12,8.5
10014352,2026,2,2026-02,1,5,0,1,0,0,0,0,1,5,5.0
10014374,2026,1,2026-01,1,15,0,1,0,0,0,0,1,15,15.0
10014378,2025,12,2025-12,4,4,4,0,0,4,0,0,0,1,1.0
10014378,2026,1,2026-01,3,16,2,1,0,2,0,0,1,14,5.33
10014378,2026,2,2026-02,2,4,1,1,0,1,0,1,0,3,2.0
10014378,2026,3,2026-03,2,7,0,2,0,0,0,1,1,4,3.5
10014382,2026,1,2026-01,2,19,0,2,0,0,0,0,2,14,9.5
10014382,2026,2,2026-02,1,5,0,1,0,0,0,0,1,5,5.0
10014400,2025,12,2025-12,2,33,0,2,0,0,0,0,2,18,16.5
10014400,2026,1,2026-01,1,15,0,1,0,0,0,0,1,15,15.0
10014400,2026,2,2026-02,1,15,0,1,0,0,0,0,1,15,15.0
10014402,2025,12,2025-12,1,4,0,1,0,0,0,0,1,4,4.0
10014402,2026,1,2026-01,1,1,1,0,0,1,0,0,0,1,1.0
10014413,2026,1,2026-01,1,7,0,1,0,0,0,0,1,7,7.0
10014413,2026,3,2026-03,2,11,0,2,0,0,0,0,2,7,5.5
10014421,2026,3,2026-03,2,6,1,1,0,1,0,0,1,5,3.0
10014422,2025,12,2025-12,2,33,0,2,0,0,0,0,2,18,16.5
10014422,2026,2,2026-02,9,9,9,0,0,9,0,0,0,1,1.0
10014428,2026,1,2026-01,2,8,1,1,0,1,0,0,1,7,4.0
10014442,2026,1,2026-01,1,1,1,0,0,1,0,0,0,1,1.0
10014442,2026,2,2026-02,2,3,1,1,0,1,1,0,0,2,1.5
10014442,2026,3,2026-03,2,3,1,1,0,1,1,0,0,2,1.5
10014452,2026,1,2026-01,3,12,1,2,0,1,0,0,2,6,4.0
10014456,2026,3,2026-03,1,20,0,1,0,0,0,0,1,20,20.0
10014457,2026,3,2026-03,2,15,0,2,0,0,0,0,2,11,7.5
10014460,2025,12,2025-12,1,7,0,1,0,0,0,0,1,7,7.0
10014461,2025,12,2025-12,1,4,0,1,0,0,0,0,1,4,4.0
10014461,2026,1,2026-01,2,10,0,2,0,0,0,0,2,5,5.0
10014461,2026,2,2026-02,2,7,0,2,0,0,1,0,1,5,3.5
10014461,2026,3,2026-03,1,5,0,1,0,0,0,0,1,5,5.0
10014464,2026,1,2026-01,3,8,1,2,0,1,1,0,1,5,2.67
10014464,2026,2,2026-02,3,7,2,1,0,2,0,0,1,5,2.33
10014464,2026,3,2026-03,1,2,0,1,0,0,1,0,0,2,2.0
10014469,2026,1,2026-01,1,6,0,1,0,0,0,0,1,6,6.0
10014469,2026,2,2026-02,1,6,0,1,0,0,0,0,1,6,6.0
10014469,2026,3,2026-03,1,6,0,1,0,0,0,0,1,6,6.0
10014475,2026,1,2026-01,1,9,0,1,0,0,0,0,1,9,9.0
10014475,2026,2,2026-02,1,9,0,1,0,0,0,0,1,9,9.0
10014477,2026,1,2026-01,1,2,0,1,0,0,1,0,0,2,2.0
10014477,2026,2,2026-02,3,5,1,2,0,1,2,0,0,2,1.67
10014477,2026,3,2026-03,3,5,1,2,0,1,2,0,0,2,1.67
10014497,2026,2,2026-02,1,13,0,1,0,0,0,0,1,13,13.0
10014512,2026,2,2026-02,1,10,0,1,0,0,0,0,1,10,10.0
10014514,2026,2,2026-02,1,5,0,1,0,0,0,0,1,5,5.0
10014523,2025,12,2025-12,4,5,3,1,0,3,1,0,0,2,1.25
10014523,2026,1,2026-01,4,4,4,0,0,4,0,0,0,1,1.0
10014523,2026,2,2026-02,6,6,6,0,0,6,0,0,0,1,1.0
10014526,2026,1,2026-01,2,7,0,2,0,0,0,1,1,4,3.5
10014526,2026,2,2026-02,2,7,0,2,0,0,0,1,1,4,3.5
10014526,2026,3,2026-03,2,7,0,2,0,0,0,1,1,4,3.5
10014533,2025,12,2025-12,1,12,0,1,0,0,0,0,1,12,12.0
10014533,2026,1,2026-01,3,18,1,2,0,1,0,0,2,12,6.0
10014533,2026,2,2026-02,3,18,1,2,0,1,0,0,2,12,6.0
10014534,2025,12,2025-12,3,15,0,3,0,0,0,0,3,5,5.0
10014534,2026,2,2026-02,1,5,0,1,0,0,0,0,1,5,5.0
10014552,2025,12,2025-12,1,2,0,1,0,0,1,0,0,2,2.0
10014566,2026,1,2026-01,1,1,1,0,0,1,0,0,0,1,1.0
10014572,2025,12,2025-12,1,1,1,0,0,1,0,0,0,1,1.0
10014572,2026,1,2026-01,1,12,0,1,0,0,0,0,1,12,12.0
10014579,2026,2,2026-02,2,6,0,2,0,0,0,2,0,3,3.0
10014592,2025,12,2025-12,1,2,0,1,0,0,1,0,0,2,2.0
10014604,2025,12,2025-12,1,12,0,1,0,0,0,0,1,12,12.0
10014604,2026,1,2026-01,1,12,0,1,0,0,0,0,1,12,12.0
10014604,2026,2,2026-02,1,12,0,1,0,0,0,0,1,12,12.0
10014605,2025,12,2025-12,9,28,0,9,0,0,7,1,1,11,3.11
10014605,2026,1,2026-01,8,26,0,8,0,0,6,1,1,11,3.25
10014605,2026,2,2026-02,8,26,0,8,0,0,6,1,1,11,3.25
10014612,2025,12,2025-12,1,4,0,1,0,0,0,0,1,4,4.0
10014612,2026,1,2026-01,1,4,0,1,0,0,0,0,1,4,4.0
10014612,2026,3,2026-03,1,5,0,1,0,0,0,0,1,5,5.0
10014616,2025,12,2025-12,2,13,0,2,0,0,0,1,1,10,6.5
10014619,2025,12,2025-12,1,6,0,1,0,0,0,0,1,6,6.0
10014619,2026,1,2026-01,2,2,2,0,0,2,0,0,0,1,1.0
10014619,2026,2,2026-02,3,7,2,1,0,2,0,0,1,5,2.33
10014619,2026,3,2026-03,2,6,1,1,0,1,0,0,1,5,3.0
10014632,2026,1,2026-01,1,1,1,0,0,1,0,0,0,1,1.0
10014632,2026,2,2026-02,1,1,1,0,0,1,0,0,0,1,1.0
10014632,2026,3,2026-03,1,1,1,0,0,1,0,0,0,1,1.0
10014636,2025,12,2025-12,1,16,0,1,0,0,0,0,1,16,16.0
10014636,2026,3,2026-03,2,22,0,2,0,0,0,0,2,15,11.0
10014640,2026,2,2026-02,1,9,0,1,0,0,0,0,1,9,9.0
10014640,2026,3,2026-03,1,9,0,1,0,0,0,0,1,9,9.0
10014643,2025,12,2025-12,28,28,28,0,0,28,0,0,0,1,1.0
10014643,2026,1,2026-01,13,13,13,0,0,13,0,0,0,1,1.0
10014643,2026,2,2026-02,16,17,15,1,0,15,1,0,0,2,1.06
10014647,2025,12,2025-12,2,4,0,2,0,0,2,0,0,2,2.0
10014647,2026,1,2026-01,1,2,0,1,0,0,1,0,0,2,2.0
10014647,2026,2,2026-02,1,2,0,1,0,0,1,0,0,2,2.0
10014647,2026,3,2026-03,1,2,0,1,0,0,1,0,0,2,2.0
10014648,2026,3,2026-03,2,10,0,2,0,0,0,0,2,6,5.0
10014651,2025,12,2025-12,1,2,0,1,0,0,1,0,0,2,2.0
10014651,2026,1,2026-01,2,8,0,2,0,0,0,0,2,4,4.0
10014651,2026,2,2026-02,2,9,0,2,0,0,0,0,2,5,4.5
10014655,2025,12,2025-12,2,4,0,2,0,0,2,0,0,2,2.0
10014655,2026,1,2026-01,1,1,1,0,0,1,0,0,0,1,1.0
10014655,2026,2,2026-02,1,1,1,0,0,1,0,0,0,1,1.0
10014655,2026,3,2026-03,2,3,1,1,0,1,1,0,0,2,1.5
10014665,2025,12,2025-12,9,25,0,9,0,0,7,1,1,8,2.78
10014665,2026,1,2026-01,20,42,0,20,0,0,18,2,0,3,2.1
10014665,2026,2,2026-02,15,32,0,15,0,0,13,2,0,3,2.13
10014673,2025,12,2025-12,6,12,0,6,0,0,6,0,0,2,2.0
10014673,2026,2,2026-02,4,8,0,4,0,0,4,0,0,2,2.0
10014684,2025,12,2025-12,1,11,0,1,0,0,0,0,1,11,11.0
10014686,2026,1,2026-01,1,4,0,1,0,0,0,0,1,4,4.0
10014687,2026,2,2026-02,1,11,0,1,0,0,0,0,1,11,11.0
10014688,2025,12,2025-12,1,6,0,1,0,0,0,0,1,6,6.0
10014688,2026,1,2026-01,1,7,0,1,0,0,0,0,1,7,7.0
10014688,2026,2,2026-02,1,7,0,1,0,0,0,0,1,7,7.0
10014688,2026,3,2026-03,1,6,0,1,0,0,0,0,1,6,6.0
10014691,2025,12,2025-12,1,22,0,1,0,0,0,0,1,22,22.0
10014691,2026,1,2026-01,2,30,0,2,0,0,0,0,2,22,15.0
10014691,2026,3,2026-03,2,30,0,2,0,0,0,0,2,22,15.0
10014693,2026,1,2026-01,1,1,1,0,0,1,0,0,0,1,1.0
10014693,2026,2,2026-02,1,2,0,1,0,0,1,0,0,2,2.0
10014694,2025,12,2025-12,5,5,5,0,0,5,0,0,0,1,1.0
10014694,2026,1,2026-01,5,5,5,0,0,5,0,0,0,1,1.0
10014694,2026,2,2026-02,5,5,5,0,0,5,0,0,0,1,1.0
10014694,2026,3,2026-03,5,5,5,0,0,5,0,0,0,1,1.0
10014707,2026,2,2026-02,1,2,0,1,0,0,1,0,0,2,2.0
10014707,2026,3,2026-03,3,8,0,3,0,0,2,0,1,4,2.67
10014717,2025,12,2025-12,1,3,0,1,0,0,0,1,0,3,3.0
10014717,2026,1,2026-01,2,8,0,2,0,0,0,1,1,5,4.0
10014717,2026,2,2026-02,2,8,0,2,0,0,0,1,1,5,4.0
10014721,2025,12,2025-12,2,2,2,0,0,2,0,0,0,1,1.0
10014721,2026,1,2026-01,1,1,1,0,0,1,0,0,0,1,1.0
10014721,2026,2,2026-02,1,1,1,0,0,1,0,0,0,1,1.0
10014731,2025,12,2025-12,2,2,2,0,0,2,0,0,0,1,1.0
10014731,2026,1,2026-01,1,1,1,0,0,1,0,0,0,1,1.0
10014731,2026,2,2026-02,1,3,0,1,0,0,0,1,0,3,3.0
10014731,2026,3,2026-03,1,3,0,1,0,0,0,1,0,3,3.0
10014735,2026,1,2026-01,5,14,3,2,0,3,0,1,1,8,2.8
10014744,2026,3,2026-03,2,128,1,1,0,1,0,0,1,127,64.0
10014779,2026,3,2026-03,1,4,0,1,0,0,0,0,1,4,4.0
10014822,2025,12,2025-12,1,7,0,1,0,0,0,0,1,7,7.0
10014822,2026,1,2026-01,1,7,0,1,0,0,0,0,1,7,7.0
10014822,2026,2,2026-02,2,14,0,2,0,0,0,0,2,7,7.0
10014851,2026,1,2026-01,1,1,1,0,0,1,0,0,0,1,1.0
10014851,2026,2,2026-02,5,5,5,0,0,5,0,0,0,1,1.0
10014851,2026,3,2026-03,1,1,1,0,0,1,0,0,0,1,1.0
10014863,2026,2,2026-02,2,19,0,2,0,0,0,0,2,13,9.5
10014894,2025,12,2025-12,4,14,2,2,0,2,0,0,2,7,3.5
10014894,2026,1,2026-01,4,22,1,3,0,1,0,2,1,15,5.5
10014894,2026,2,2026-02,11,49,4,7,0,4,0,3,4,19,4.45
10014894,2026,3,2026-03,4,20,1,3,0,1,0,2,1,13,5.0
10014920,2025,12,2025-12,1,6,0,1,0,0,0,0,1,6,6.0
10014920,2026,1,2026-01,1,6,0,1,0,0,0,0,1,6,6.0
10014920,2026,2,2026-02,1,6,0,1,0,0,0,0,1,6,6.0
10014920,2026,3,2026-03,1,6,0,1,0,0,0,0,1,6,6.0
10014942,2026,1,2026-01,1,1,1,0,0,1,0,0,0,1,1.0
10014942,2026,2,2026-02,2,2,2,0,0,2,0,0,0,1,1.0
10014942,2026,3,2026-03,2,2,2,0,0,2,0,0,0,1,1.0
10014960,2025,12,2025-12,1,7,0,1,0,0,0,0,1,7,7.0
10014969,2026,2,2026-02,2,2,2,0,0,2,0,0,0,1,1.0
10014978,2026,3,2026-03,34,87,32,2,0,32,0,0,2,31,2.56
10014982,2026,1,2026-01,1,1,1,0,0,1,0,0,0,1,1.0
10015026,2026,2,2026-02,2,8,0,2,0,0,0,0,2,4,4.0
10015026,2026,3,2026-03,1,4,0,1,0,0,0,0,1,4,4.0
10015055,2026,2,2026-02,10,20,0,10,0,0,10,0,0,2,2.0
10015055,2026,3,2026-03,9,18,0,9,0,0,9,0,0,2,2.0
10015058,2026,2,2026-02,1,2,0,1,0,0,1,0,0,2,2.0
10015064,2026,2,2026-02,1,1,1,0,0,1,0,0,0,1,1.0
10015071,2026,2,2026-02,2,2,2,0,0,2,0,0,0,1,1.0
10015075,2025,12,2025-12,1,4,0,1,0,0,0,0,1,4,4.0
10015075,2026,1,2026-01,1,4,0,1,0,0,0,0,1,4,4.0
10015075,2026,2,2026-02,1,4,0,1,0,0,0,0,1,4,4.0
10015079,2025,12,2025-12,2,6,1,1,0,1,0,0,1,5,3.0
10015079,2026,1,2026-01,1,1,1,0,0,1,0,0,0,1,1.0
10015079,2026,2,2026-02,3,3,3,0,0,3,0,0,0,1,1.0
10015079,2026,3,2026-03,1,1,1,0,0,1,0,0,0,1,1.0
10015082,2026,3,2026-03,1,4,0,1,0,0,0,0,1,4,4.0
10015083,2025,12,2025-12,3,14,0,3,0,0,0,0,3,6,4.67
10015083,2026,1,2026-01,2,10,0,2,0,0,0,0,2,6,5.0
10015090,2026,2,2026-02,1,1,1,0,0,1,0,0,0,1,1.0
10015118,2025,12,2025-12,2,8,0,2,0,0,1,0,1,6,4.0
10015118,2026,2,2026-02,1,6,0,1,0,0,0,0,1,6,6.0
10015152,2025,12,2025-12,1,2,0,1,0,0,1,0,0,2,2.0
10015168,2026,1,2026-01,1,12,0,1,0,0,0,0,1,12,12.0
10015168,2026,2,2026-02,1,12,0,1,0,0,0,0,1,12,12.0
10015168,2026,3,2026-03,1,10,0,1,0,0,0,0,1,10,10.0
10015170,2026,1,2026-01,3,7,1,2,0,1,1,0,1,4,2.33
10015170,2026,2,2026-02,1,1,1,0,0,1,0,0,0,1,1.0
10015170,2026,3,2026-03,1,1,1,0,0,1,0,0,0,1,1.0
10015184,2025,12,2025-12,3,34,0,3,0,0,0,0,3,15,11.33
10015184,2026,1,2026-01,1,15,0,1,0,0,0,0,1,15,15.0
10015184,2026,2,2026-02,1,10,0,1,0,0,0,0,1,10,10.0
10015184,2026,3,2026-03,1,10,0,1,0,0,0,0,1,10,10.0
10015187,2025,12,2025-12,1,12,0,1,0,0,0,0,1,12,12.0
10015203,2026,2,2026-02,1,9,0,1,0,0,0,0,1,9,9.0
10015209,2026,3,2026-03,1,5,0,1,0,0,0,0,1,5,5.0
10015212,2026,3,2026-03,9,9,9,0,0,9,0,0,0,1,1.0
10015229,2025,12,2025-12,3,41,0,3,0,0,1,0,2,35,13.67
10015229,2026,1,2026-01,1,35,0,1,0,0,0,0,1,35,35.0
10015229,2026,3,2026-03,1,33,0,1,0,0,0,0,1,33,33.0
10015230,2026,3,2026-03,1,8,0,1,0,0,0,0,1,8,8.0
10015239,2026,2,2026-02,1,28,0,1,0,0,0,0,1,28,28.0
10015239,2026,3,2026-03,1,12,0,1,0,0,0,0,1,12,12.0
10015252,2025,12,2025-12,1,42,0,1,0,0,0,0,1,42,42.0
10015252,2026,1,2026-01,2,43,1,1,0,1,0,0,1,42,21.5
10015252,2026,2,2026-02,1,40,0,1,0,0,0,0,1,40,40.0
10015252,2026,3,2026-03,1,40,0,1,0,0,0,0,1,40,40.0
10015255,2026,1,2026-01,2,3,1,1,0,1,1,0,0,2,1.5
10015255,2026,2,2026-02,2,4,1,1,0,1,0,1,0,3,2.0
10015263,2025,12,2025-12,1,16,0,1,0,0,0,0,1,16,16.0
10015271,2025,12,2025-12,1,1,1,0,0,1,0,0,0,1,1.0
10015271,2026,1,2026-01,2,6,1,1,0,1,0,0,1,5,3.0
10015271,2026,2,2026-02,2,6,1,1,0,1,0,0,1,5,3.0
10015272,2026,2,2026-02,92,100,84,8,0,84,8,0,0,2,1.09
10015272,2026,3,2026-03,69,75,63,6,0,63,6,0,0,2,1.09
10015274,2025,12,2025-12,8,10,6,2,0,6,2,0,0,2,1.25
10015274,2026,1,2026-01,43,49,37,6,0,37,6,0,0,2,1.14
10015274,2026,2,2026-02,61,73,49,12,0,49,12,0,0,2,1.2
10015274,2026,3,2026-03,74,85,63,11,0,63,11,0,0,2,1.15
10015279,2026,3,2026-03,2,38,0,2,0,0,0,0,2,27,19.0
10015284,2026,2,2026-02,1,7,0,1,0,0,0,0,1,7,7.0
10015284,2026,3,2026-03,2,18,0,2,0,0,0,1,1,15,9.0
10015288,2025,12,2025-12,2,6,0,2,0,0,0,2,0,3,3.0
10015288,2026,3,2026-03,1,3,0,1,0,0,0,1,0,3,3.0
10015320,2025,12,2025-12,1,1,1,0,0,1,0,0,0,1,1.0
10015320,2026,1,2026-01,3,3,3,0,0,3,0,0,0,1,1.0
10015320,2026,2,2026-02,2,2,2,0,0,2,0,0,0,1,1.0
10015320,2026,3,2026-03,1,1,1,0,0,1,0,0,0,1,1.0
10015321,2026,2,2026-02,1,2,0,1,0,0,1,0,0,2,2.0
10015324,2026,1,2026-01,1,5,0,1,0,0,0,0,1,5,5.0
10015324,2026,2,2026-02,1,5,0,1,0,0,0,0,1,5,5.0
10015324,2026,3,2026-03,1,5,0,1,0,0,0,0,1,5,5.0
10015358,2026,1,2026-01,1,9,0,1,0,0,0,0,1,9,9.0
10015358,2026,2,2026-02,1,9,0,1,0,0,0,0,1,9,9.0
10015382,2025,12,2025-12,3,21,0,3,0,0,0,0,3,11,7.0
10015382,2026,2,2026-02,2,16,0,2,0,0,0,0,2,11,8.0
10015382,2026,3,2026-03,2,16,0,2,0,0,0,0,2,11,8.0
10015384,2026,2,2026-02,1,2,0,1,0,0,1,0,0,2,2.0
10015417,2026,2,2026-02,1,4,0,1,0,0,0,0,1,4,4.0
10015419,2026,1,2026-01,1,2,0,1,0,0,1,0,0,2,2.0
10015419,2026,2,2026-02,1,2,0,1,0,0,1,0,0,2,2.0
10015419,2026,3,2026-03,2,3,1,1,0,1,1,0,0,2,1.5
10015426,2025,12,2025-12,1,18,0,1,0,0,0,0,1,18,18.0
10015426,2026,2,2026-02,1,18,0,1,0,0,0,0,1,18,18.0
10015426,2026,3,2026-03,1,18,0,1,0,0,0,0,1,18,18.0
10015434,2025,12,2025-12,1,5,0,1,0,0,0,0,1,5,5.0
10015434,2026,1,2026-01,1,5,0,1,0,0,0,0,1,5,5.0
10015434,2026,2,2026-02,1,5,0,1,0,0,0,0,1,5,5.0
10015434,2026,3,2026-03,1,5,0,1,0,0,0,0,1,5,5.0
10015435,2026,2,2026-02,1,2,0,1,0,0,1,0,0,2,2.0
10015435,2026,3,2026-03,1,2,0,1,0,0,1,0,0,2,2.0
10015441,2025,12,2025-12,1,0,0,0,1,0,0,0,0,0,0.0
10015441,2026,2,2026-02,2,11,0,2,0,0,1,0,1,9,5.5
10015441,2026,3,2026-03,1,3,0,1,0,0,0,1,0,3,3.0
10015465,2026,1,2026-01,1,4,0,1,0,0,0,0,1,4,4.0
10015465,2026,2,2026-02,1,4,0,1,0,0,0,0,1,4,4.0
10015468,2026,1,2026-01,4,5,3,1,0,3,1,0,0,2,1.25
10015468,2026,2,2026-02,2,2,2,0,0,2,0,0,0,1,1.0
10015468,2026,3,2026-03,3,4,2,1,0,2,1,0,0,2,1.33
10015482,2026,1,2026-01,1,3,0,1,0,0,0,1,0,3,3.0
10015482,2026,2,2026-02,1,3,0,1,0,0,0,1,0,3,3.0
10015482,2026,3,2026-03,1,3,0,1,0,0,0,1,0,3,3.0
10015484,2026,2,2026-02,2,11,0,2,0,0,0,0,2,7,5.5
10015489,2025,12,2025-12,1,8,0,1,0,0,0,0,1,8,8.0
10015489,2026,2,2026-02,1,3,0,1,0,0,0,1,0,3,3.0
10015489,2026,3,2026-03,1,3,0,1,0,0,0,1,0,3,3.0
10015490,2025,12,2025-12,1,13,0,1,0,0,0,0,1,13,13.0
10015496,2026,2,2026-02,1,3,0,1,0,0,0,1,0,3,3.0
10015511,2025,12,2025-12,1,6,0,1,0,0,0,0,1,6,6.0
10015511,2026,2,2026-02,1,6,0,1,0,0,0,0,1,6,6.0
10015511,2026,3,2026-03,1,6,0,1,0,0,0,0,1,6,6.0
10015518,2026,2,2026-02,3,9,1,2,0,1,0,0,2,4,3.0
10015524,2025,12,2025-12,1,9,0,1,0,0,0,0,1,9,9.0
10015529,2025,12,2025-12,1,2,0,1,0,0,1,0,0,2,2.0
10015549,2026,3,2026-03,1,2,0,1,0,0,1,0,0,2,2.0
10015550,2025,12,2025-12,1,1,1,0,0,1,0,0,0,1,1.0
10015550,2026,1,2026-01,8,10,7,1,0,7,0,1,0,3,1.25
10015555,2026,2,2026-02,1,3,0,1,0,0,0,1,0,3,3.0
10015555,2026,3,2026-03,1,3,0,1,0,0,0,1,0,3,3.0
10015573,2026,3,2026-03,1,11,0,1,0,0,0,0,1,11,11.0
10015580,2025,12,2025-12,1,6,0,1,0,0,0,0,1,6,6.0
10015580,2026,1,2026-01,1,6,0,1,0,0,0,0,1,6,6.0
10015580,2026,2,2026-02,2,12,0,2,0,0,0,0,2,7,6.0
10015580,2026,3,2026-03,1,6,0,1,0,0,0,0,1,6,6.0
10015583,2026,1,2026-01,1,15,0,1,0,0,0,0,1,15,15.0
10015586,2025,12,2025-12,1,4,0,1,0,0,0,0,1,4,4.0
10015586,2026,1,2026-01,1,8,0,1,0,0,0,0,1,8,8.0
10015586,2026,2,2026-02,1,8,0,1,0,0,0,0,1,8,8.0
10015586,2026,3,2026-03,1,9,0,1,0,0,0,0,1,9,9.0
10015593,2026,1,2026-01,3,6,2,1,0,2,0,0,1,4,2.0
10015604,2026,2,2026-02,1,6,0,1,0,0,0,0,1,6,6.0
10015604,2026,3,2026-03,1,6,0,1,0,0,0,0,1,6,6.0
10015607,2026,2,2026-02,1,7,0,1,0,0,0,0,1,7,7.0
10015611,2026,1,2026-01,1,3,0,1,0,0,0,1,0,3,3.0
10015611,2026,2,2026-02,1,3,0,1,0,0,0,1,0,3,3.0
10015611,2026,3,2026-03,1,3,0,1,0,0,0,1,0,3,3.0
10015621,2026,1,2026-01,2,5,0,2,0,0,1,1,0,3,2.5
10015621,2026,2,2026-02,2,5,1,1,0,1,0,0,1,4,2.5
10015621,2026,3,2026-03,1,4,0,1,0,0,0,0,1,4,4.0
10015623,2025,12,2025-12,1,12,0,1,0,0,0,0,1,12,12.0
10015628,2026,1,2026-01,1,2,0,1,0,0,1,0,0,2,2.0
10015628,2026,2,2026-02,1,2,0,1,0,0,1,0,0,2,2.0
10015630,2025,12,2025-12,1,3,0,1,0,0,0,1,0,3,3.0
10015630,2026,2,2026-02,1,3,0,1,0,0,0,1,0,3,3.0
10015635,2025,12,2025-12,3,3,3,0,0,3,0,0,0,1,1.0
10015635,2026,1,2026-01,5,5,5,0,0,5,0,0,0,1,1.0
10015635,2026,2,2026-02,3,3,3,0,0,3,0,0,0,1,1.0
10015635,2026,3,2026-03,1,1,1,0,0,1,0,0,0,1,1.0
10015638,2026,1,2026-01,1,2,0,1,0,0,1,0,0,2,2.0
10015638,2026,2,2026-02,1,2,0,1,0,0,1,0,0,2,2.0
10015638,2026,3,2026-03,1,2,0,1,0,0,1,0,0,2,2.0
10015653,2026,1,2026-01,2,12,0,2,0,0,0,0,2,6,6.0
10015653,2026,2,2026-02,1,6,0,1,0,0,0,0,1,6,6.0
10015654,2026,1,2026-01,1,2,0,1,0,0,1,0,0,2,2.0
10015654,2026,2,2026-02,4,8,0,4,0,0,4,0,0,2,2.0
10015654,2026,3,2026-03,4,8,0,4,0,0,4,0,0,2,2.0
10015668,2025,12,2025-12,1,7,0,1,0,0,0,0,1,7,7.0
10015668,2026,1,2026-01,1,9,0,1,0,0,0,0,1,9,9.0
10015668,2026,2,2026-02,1,6,0,1,0,0,0,0,1,6,6.0
10015668,2026,3,2026-03,1,7,0,1,0,0,0,0,1,7,7.0
10015671,2026,1,2026-01,3,7,1,2,0,1,1,0,1,4,2.33
10015671,2026,3,2026-03,2,4,0,2,0,0,2,0,0,2,2.0
10015712,2026,3,2026-03,1,10,0,1,0,0,0,0,1,10,10.0
10015720,2025,12,2025-12,1,16,0,1,0,0,0,0,1,16,16.0
10015722,2025,12,2025-12,1,4,0,1,0,0,0,0,1,4,4.0
10015722,2026,1,2026-01,2,14,0,2,0,0,0,0,2,10,7.0
10015722,2026,2,2026-02,2,14,0,2,0,0,0,0,2,10,7.0
10015722,2026,3,2026-03,2,14,0,2,0,0,0,0,2,10,7.0
10015724,2026,2,2026-02,2,3,1,1,0,1,1,0,0,2,1.5
10015724,2026,3,2026-03,2,3,1,1,0,1,1,0,0,2,1.5
10015731,2026,1,2026-01,1,3,0,1,0,0,0,1,0,3,3.0
10015731,2026,2,2026-02,1,3,0,1,0,0,0,1,0,3,3.0
10015731,2026,3,2026-03,1,3,0,1,0,0,0,1,0,3,3.0
10015739,2025,12,2025-12,1,3,0,1,0,0,0,1,0,3,3.0
10015739,2026,2,2026-02,2,6,0,2,0,0,0,2,0,3,3.0
10015752,2026,1,2026-01,3,7,1,2,0,1,1,0,1,4,2.33
10015752,2026,2,2026-02,2,6,0,2,0,0,1,0,1,4,3.0
10015752,2026,3,2026-03,2,6,0,2,0,0,1,0,1,4,3.0
10015754,2025,12,2025-12,1,1,1,0,0,1,0,0,0,1,1.0
10015757,2025,12,2025-12,2,4,1,1,0,1,0,1,0,3,2.0
10015757,2026,1,2026-01,2,3,1,1,0,1,1,0,0,2,1.5
10015757,2026,2,2026-02,2,3,1,1,0,1,1,0,0,2,1.5
10015757,2026,3,2026-03,2,3,1,1,0,1,1,0,0,2,1.5
10015764,2025,12,2025-12,3,12,0,3,0,0,0,0,3,4,4.0
10015764,2026,1,2026-01,1,4,0,1,0,0,0,0,1,4,4.0
10015764,2026,2,2026-02,1,4,0,1,0,0,0,0,1,4,4.0
10015764,2026,3,2026-03,2,10,0,2,0,0,0,0,2,5,5.0
10015790,2025,12,2025-12,1,5,0,1,0,0,0,0,1,5,5.0
10015793,2025,12,2025-12,2,9,0,2,0,0,0,1,1,6,4.5
10015793,2026,1,2026-01,10,45,0,10,0,0,0,5,5,6,4.5
10015793,2026,2,2026-02,10,44,0,10,0,0,0,5,5,6,4.4
10015793,2026,3,2026-03,6,22,0,6,0,0,1,2,3,5,3.67
10015798,2025,12,2025-12,2,6,0,2,0,0,0,2,0,3,3.0
10015798,2026,2,2026-02,1,3,0,1,0,0,0,1,0,3,3.0
10015798,2026,3,2026-03,1,7,0,1,0,0,0,0,1,7,7.0
10015799,2025,12,2025-12,1,6,0,1,0,0,0,0,1,6,6.0
10015799,2026,1,2026-01,1,6,0,1,0,0,0,0,1,6,6.0
10015799,2026,2,2026-02,1,6,0,1,0,0,0,0,1,6,6.0
10015805,2026,2,2026-02,1,8,0,1,0,0,0,0,1,8,8.0
10015805,2026,3,2026-03,1,8,0,1,0,0,0,0,1,8,8.0
